Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
1140,Gregory Lopez,https://ballotpedia.org/Gregory_Lopez,Democratic,U.S. House Texas District 23,Candidacy Declared,"Aug 2, 2023",No,No,No,N/A,N/A,N/A
1141,Tony Gonzales,https://ballotpedia.org/Tony_Gonzales,Republican,U.S. House Texas District 23,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1142,Brandon Herrera,https://ballotpedia.org/Brandon_Herrera,Republican,U.S. House Texas District 23,Candidacy Declared,"Jul 10, 2023",No,No,No,N/A,N/A,N/A
1143,Victor Avila,https://ballotpedia.org/Victor_Avila,Republican,U.S. House Texas District 23,Candidacy Declared,"Mar 20, 2023",No,No,No,N/A,N/A,N/A
1144,Julie Clark,https://ballotpedia.org/Julie_Clark,Republican,U.S. House Texas District 23,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1145,Sam Eppler,https://ballotpedia.org/Sam_Eppler,Democratic,U.S. House Texas District 24,Candidacy Declared,"Sep 7, 2023",No,No,No,N/A,N/A,N/A
1146,Heather Burlison,https://ballotpedia.org/Heather_Burlison,Republican,U.S. House Texas District 24,Candidacy Declared,"May 26, 2023",No,No,No,N/A,N/A,N/A
1147,Sandeep Srivastava,https://ballotpedia.org/Sandeep_Srivastava,Democratic,U.S. House Texas District 24,Candidacy Declared,"Oct 2, 2023",No,No,No,N/A,N/A,N/A
1148,Francine Ly,https://ballotpedia.org/Francine_Ly,Democratic,U.S. House Texas District 24,Candidacy Declared,"Mar 2, 2023",No,No,No,N/A,N/A,N/A
1149,Beth Van Duyne,https://ballotpedia.org/Beth_Van_Duyne,Republican,U.S. House Texas District 24,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1150,Roger Williams,https://ballotpedia.org/Roger_Williams_(Texas),Republican,U.S. House Texas District 25,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1151,Matthew Lucci,https://ballotpedia.org/Matthew_Lucci,Republican,U.S. House Texas District 25,Candidacy Declared,"Apr 22, 2023",No,No,No,N/A,N/A,N/A
1152,Chris Rector,https://ballotpedia.org/Chris_Rector_(Texas),Democratic,U.S. House Texas District 25,Candidacy Declared,"Jun 20, 2023",No,No,No,N/A,N/A,N/A
1153,Kelvin Leaphart,https://ballotpedia.org/Kelvin_Leaphart,Democratic,U.S. House Texas District 26,Candidacy Declared,"Jan 27, 2023",No,No,No,N/A,N/A,N/A
1154,Michael C. Burgess,https://ballotpedia.org/Michael_Burgess,Republican,U.S. House Texas District 26,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1155,Michael Cloud,https://ballotpedia.org/Michael_Cloud_(Texas),Republican,U.S. House Texas District 27,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1156,Kyle Sinclair,https://ballotpedia.org/Kyle_Sinclair,Republican,U.S. House Texas District 28,Candidacy Declared,"Feb 22, 2023",No,No,No,N/A,N/A,N/A
1157,Jose Sanz,https://ballotpedia.org/Jose_Sanz,Republican,U.S. House Texas District 28,Candidacy Declared,"Aug 27, 2023",No,No,No,N/A,N/A,N/A
1158,Henry Cuellar,https://ballotpedia.org/Henry_Cuellar,Democratic,U.S. House Texas District 28,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1159,Alan Garza,https://ballotpedia.org/Alan_Garza,Republican,U.S. House Texas District 29,Candidacy Declared,"Sep 25, 2023",No,No,No,N/A,N/A,N/A
1160,Sean Barry,https://ballotpedia.org/Sean_Barry,Democratic,U.S. House Texas District 29,Candidacy Declared,"Feb 6, 2023",No,No,No,N/A,N/A,N/A
1161,Sylvia Garcia,https://ballotpedia.org/Sylvia_Garcia,Democratic,U.S. House Texas District 29,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1162,Jasmine Crockett,https://ballotpedia.org/Jasmine_Crockett,Democratic,U.S. House Texas District 30,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1163,Angeigh Roc'ellerpitts,https://ballotpedia.org/Angeigh_Roc'ellerpitts,Republican,U.S. House Texas District 30,Candidacy Declared,"Sep 27, 2023",No,No,No,N/A,N/A,N/A
1164,Mike Williams,https://ballotpedia.org/Mike_Williams_(Texas),Republican,U.S. House Texas District 31,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
1165,John Carter,https://ballotpedia.org/John_Carter_(Texas),Republican,U.S. House Texas District 31,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1166,Abhiram Garapati,https://ballotpedia.org/Abhiram_Garapati,Republican,U.S. House Texas District 31,Candidacy Declared,"Aug 17, 2023",No,No,No,N/A,N/A,N/A
1167,William Abel,https://ballotpedia.org/William_Abel,Republican,U.S. House Texas District 31,Candidacy Declared,"Apr 27, 2023",No,No,No,N/A,N/A,N/A
1168,Raja Chaudhry,https://ballotpedia.org/Raja_Chaudhry,Democratic,U.S. House Texas District 32,Candidacy Declared,"Aug 7, 2023",No,No,No,N/A,N/A,N/A
1169,Christopher Panayiotou,https://ballotpedia.org/Christopher_Panayiotou,Democratic,U.S. House Texas District 32,Candidacy Declared,"Jul 28, 2023",No,No,No,N/A,N/A,N/A
1170,Jan McDowell,https://ballotpedia.org/Jan_McDowell,Democratic,U.S. House Texas District 32,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1171,Kevin Felder,https://ballotpedia.org/Kevin_Felder,Democratic,U.S. House Texas District 32,Candidacy Declared,"Jun 28, 2023",No,No,No,N/A,N/A,N/A
1172,Rhetta Andrews Bowers,https://ballotpedia.org/Rhetta_Andrews_Bowers,Democratic,U.S. House Texas District 32,Candidacy Declared,"Sep 22, 2023",No,No,No,N/A,N/A,N/A
1173,Julie Johnson,https://ballotpedia.org/Julie_Johnson,Democratic,U.S. House Texas District 32,Candidacy Declared,"Jun 22, 2023",No,No,No,N/A,N/A,N/A
1174,Zachariah Manning,https://ballotpedia.org/Zachariah_Manning,Democratic,U.S. House Texas District 32,Candidacy Declared,"May 18, 2023",No,No,No,N/A,N/A,N/A
1175,Alex Cornwallis,https://ballotpedia.org/Alex_Cornwallis,Democratic,U.S. House Texas District 32,Candidacy Declared,"Mar 28, 2023",No,No,No,N/A,N/A,N/A
1176,Darrell Day,https://ballotpedia.org/Darrell_Day,Republican,U.S. House Texas District 32,Candidacy Declared,"Aug 17, 2023",No,No,No,N/A,N/A,N/A
1177,Gulrez Khan,https://ballotpedia.org/Gulrez_Khan,Republican,U.S. House Texas District 32,Candidacy Declared,"Jun 29, 2023",No,No,No,N/A,N/A,N/A
1178,Brian Williams,https://ballotpedia.org/Brian_Williams_(Texas_2024_U.S._House_candidate),Democratic,U.S. House Texas District 32,Candidacy Declared,"May 25, 2023",No,No,No,N/A,N/A,N/A
1179,Clayton Chapman,https://ballotpedia.org/Clayton_Chapman,Independent,U.S. House Texas District 32,Candidacy Declared,"Jun 6, 2023",No,No,No,N/A,N/A,N/A
1180,Callie Butcher,https://ballotpedia.org/Callie_Butcher,Democratic,U.S. House Texas District 32,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1181,Justin Moore,https://ballotpedia.org/Justin_Moore_(Texas),Democratic,U.S. House Texas District 32,Candidacy Declared,"Oct 12, 2023",No,No,No,N/A,N/A,N/A
1182,Viktor Avalos,https://ballotpedia.org/Viktor_Avalos,Democratic,U.S. House Texas District 33,Candidacy Declared,"May 15, 2023",No,No,No,N/A,N/A,N/A
1183,Carlos Quintanilla,https://ballotpedia.org/Carlos_Quintanilla_(Texas),Democratic,U.S. House Texas District 33,Candidacy Declared,"May 23, 2023",No,No,No,N/A,N/A,N/A
1184,Luis Fuentes,https://ballotpedia.org/Luis_Fuentes,Democratic,U.S. House Texas District 33,Candidacy Declared,"Mar 2, 2023",No,No,No,N/A,N/A,N/A
1185,Kurt L. Schwab,https://ballotpedia.org/Kurt_Schwab,Republican,U.S. House Texas District 33,Candidacy Declared,"May 25, 2023",No,No,No,N/A,N/A,N/A
1186,Marc Veasey,https://ballotpedia.org/Marc_Veasey,Democratic,U.S. House Texas District 33,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1187,Ann Marie Torres,https://ballotpedia.org/Ann_Marie_Torres,Republican,U.S. House Texas District 34,Candidacy Declared,"Oct 3, 2023",No,No,No,N/A,N/A,N/A
1188,Laura Cisneros,https://ballotpedia.org/Laura_Cisneros,Republican,U.S. House Texas District 34,Candidacy Declared,"Aug 28, 2023",No,No,No,N/A,N/A,N/A
1189,Mayra Flores,https://ballotpedia.org/Mayra_Flores,Republican,U.S. House Texas District 34,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1190,Mauro Garza,https://ballotpedia.org/Mauro_Garza,Republican,U.S. House Texas District 34,Candidacy Declared,"Sep 6, 2023",No,No,No,N/A,N/A,N/A
1191,Vicente Gonzalez Jr.,https://ballotpedia.org/Vicente_Gonzalez_Jr.,Democratic,U.S. House Texas District 34,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1192,Greg Casar,https://ballotpedia.org/Gregorio_Casar,Democratic,U.S. House Texas District 35,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1193,Scott Huckabee,https://ballotpedia.org/Scott_Huckabee,Republican,U.S. House Texas District 36,Candidacy Declared,"Oct 4, 2023",No,No,No,N/A,N/A,N/A
1194,Brian Babin,https://ballotpedia.org/Brian_Babin,Republican,U.S. House Texas District 36,Candidacy Declared,"Jul 16, 2023",No,No,No,N/A,N/A,N/A
1195,Jonathan Mitchell,https://ballotpedia.org/Jonathan_Mitchell,Republican,U.S. House Texas District 36,Candidacy Declared,"Sep 6, 2023",No,No,No,N/A,N/A,N/A
1196,Lloyd Doggett,https://ballotpedia.org/Lloyd_Doggett,Democratic,U.S. House Texas District 37,Candidacy Declared,"Jul 16, 2023",No,No,No,N/A,N/A,N/A
1197,Melissa McDonough,https://ballotpedia.org/Melissa_McDonough,Democratic,U.S. House Texas District 38,Candidacy Declared,"Sep 7, 2023",No,No,No,N/A,N/A,N/A
1198,Wesley Hunt,https://ballotpedia.org/Wesley_Hunt_(Texas_Congress),Republican,U.S. House Texas District 38,Candidacy Declared,"Jul 16, 2023",No,No,No,N/A,N/A,N/A
1199,Blake Moore,https://ballotpedia.org/Blake_Moore,Republican,U.S. House Utah District 1,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1200,U.S. House Utah District 2,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A
1201,Glenn J. Wright,https://ballotpedia.org/Glenn_J._Wright,Democratic,U.S. House Utah District 3,Candidacy Declared,"Sep 5, 2023",No,No,No,N/A,N/A,N/A
1202,John Curtis,https://ballotpedia.org/John_Curtis_(Utah),Republican,U.S. House Utah District 3,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1203,Tate Howell,https://ballotpedia.org/Tate_Howell,Republican,U.S. House Utah District 3,Withdrew,"May 8, 2023",No,No,No,N/A,N/A,N/A
1204,Burgess Owens,https://ballotpedia.org/Burgess_Owens,Republican,U.S. House Utah District 4,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1205,January Walker,https://ballotpedia.org/January_Walker,Independent,U.S. House Utah District 4,Candidacy Declared,"Jun 14, 2023",No,No,No,N/A,N/A,N/A
1206,Becca Balint,https://ballotpedia.org/Becca_Balint,Democratic,U.S. House Vermont At-large District,Candidacy Declared,"Jul 18, 2023",No,No,No,N/A,N/A,N/A
1207,Robert J. Wittman,https://ballotpedia.org/Rob_Wittman,Republican,U.S. House Virginia District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1208,Herb Jones,https://ballotpedia.org/Herb_Jones_(Virginia),Democratic,U.S. House Virginia District 1,Candidacy Declared,"Oct 24, 2023",No,No,No,N/A,N/A,N/A
1209,Jennifer Kiggans,https://ballotpedia.org/Jennifer_Kiggans,Republican,U.S. House Virginia District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1210,Missy Cotter Smasal,https://ballotpedia.org/Missy_Cotter_Smasal,Democratic,U.S. House Virginia District 2,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
1211,U.S. House Virginia District 3,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A
1212,Jennifer McClellan,https://ballotpedia.org/Jennifer_McClellan,Democratic,U.S. House Virginia District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1213,Paul Riley,https://ballotpedia.org/Paul_Riley_(Virginia),Democratic,U.S. House Virginia District 5,Candidacy Declared,"May 30, 2023",No,No,No,N/A,N/A,N/A
1214,Bob Good,https://ballotpedia.org/Bob_Good,Republican,U.S. House Virginia District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1215,Gary Barve,https://ballotpedia.org/Gary_Barve,Republican,U.S. House Virginia District 5,Candidacy Declared,"Jul 28, 2023",No,No,No,N/A,N/A,N/A
1216,Benjamin Lee Cline,https://ballotpedia.org/Ben_Cline,Republican,U.S. House Virginia District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1217,Abigail Spanberger,https://ballotpedia.org/Abigail_Spanberger,Democratic,U.S. House Virginia District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1218,Shaliek Tarpley,https://ballotpedia.org/Shaliek_Tarpley,Republican,U.S. House Virginia District 7,Candidacy Declared,"Dec 13, 2022",No,No,No,N/A,N/A,N/A
1219,Cameron Hamilton,https://ballotpedia.org/Cameron_Hamilton,Republican,U.S. House Virginia District 7,Candidacy Declared,"Aug 22, 2023",No,No,No,N/A,N/A,N/A
1220,Jonathon Myers,https://ballotpedia.org/Jonathon_Myers,Republican,U.S. House Virginia District 7,Candidacy Declared,"Aug 21, 2023",No,No,No,N/A,N/A,N/A
1221,Craig Ennis,https://ballotpedia.org/Craig_Ennis,Independent,U.S. House Virginia District 7,Candidacy Declared,"Mar 28, 2023",No,No,No,N/A,N/A,N/A
1222,Terris Todd,https://ballotpedia.org/Terris_Todd,Republican,U.S. House Virginia District 7,Candidacy Declared,"Oct 16, 2023",No,No,No,N/A,N/A,N/A
1223,William Moher,https://ballotpedia.org/William_Moher,Republican,U.S. House Virginia District 7,Candidacy Declared,"May 17, 2023",No,No,No,N/A,N/A,N/A
1224,Derrick Anderson,https://ballotpedia.org/Derrick_Anderson,Republican,U.S. House Virginia District 7,Candidacy Declared,"Sep 24, 2023",No,No,No,N/A,N/A,N/A
1225,Adam Sahebian,https://ballotpedia.org/Adam_Sahebian,Republican,U.S. House Virginia District 8,Candidacy Declared,"Apr 5, 2023",No,No,No,N/A,N/A,N/A
1226,Heerak Christian Kim,https://ballotpedia.org/Heerak_Christian_Kim,Republican,U.S. House Virginia District 8,Candidacy Declared,"Aug 31, 2023",No,No,No,N/A,N/A,N/A
1227,Donald Sternoff Beyer Jr.,https://ballotpedia.org/Don_Beyer,Democratic,U.S. House Virginia District 8,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1228,H. Morgan Griffith,https://ballotpedia.org/Morgan_Griffith,Republican,U.S. House Virginia District 9,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1229,Krystle Kaul,https://ballotpedia.org/Krystle_Kaul,Democratic,U.S. House Virginia District 10,Candidacy Declared,"Oct 23, 2023",No,No,No,N/A,N/A,N/A
1230,Eileen Filler-Corn,https://ballotpedia.org/Eileen_Filler-Corn,Democratic,U.S. House Virginia District 10,Candidacy Declared,"Oct 22, 2023",No,No,No,N/A,N/A,N/A
1231,Jennifer Wexton,https://ballotpedia.org/Jennifer_Wexton,Democratic,U.S. House Virginia District 10,Candidacy Declared,"Jul 20, 2023",Yes,No,No,N/A,N/A,N/A
1232,Manga Anantatmula,https://ballotpedia.org/Manga_Anantatmula,Republican,U.S. House Virginia District 10,Candidacy Declared,"Aug 17, 2023",No,No,No,N/A,N/A,N/A
1233,Mike Clancy,https://ballotpedia.org/Mike_Clancy,Republican,U.S. House Virginia District 10,Candidacy Declared,"Oct 16, 2023",No,No,No,N/A,N/A,N/A
1234,Brooke Taylor,https://ballotpedia.org/Brooke_Taylor,Republican,U.S. House Virginia District 10,Candidacy Declared,"Oct 11, 2023",No,No,No,N/A,N/A,N/A
1235,Gerald Edward Connolly,https://ballotpedia.org/Gerald_Connolly,Democratic,U.S. House Virginia District 11,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1236,Stacey Plaskett,https://ballotpedia.org/Stacey_Plaskett,Democratic,U.S. House Virgin Islands At-large District,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1237,Suzan DelBene,https://ballotpedia.org/Suzan_DelBene,Democratic,U.S. House Washington District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1238,Rick Larsen,https://ballotpedia.org/Rick_Larsen,Democratic,U.S. House Washington District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1239,Jason Call,https://ballotpedia.org/Jason_Call_(Washington),Green,U.S. House Washington District 2,Candidacy Declared,"Oct 3, 2023",No,No,No,N/A,N/A,N/A
1240,Leif Johnson,https://ballotpedia.org/Leif_Johnson,Republican,U.S. House Washington District 2,Candidacy Declared,"Aug 7, 2023",No,No,No,N/A,N/A,N/A
1241,Leslie French,https://ballotpedia.org/Leslie_French,Republican,U.S. House Washington District 3,Candidacy Declared,"Jun 22, 2023",No,No,No,N/A,N/A,N/A
1242,Leslie Lewallen,https://ballotpedia.org/Leslie_Lewallen,Republican,U.S. House Washington District 3,Candidacy Declared,"Apr 28, 2023",No,No,No,N/A,N/A,N/A
1243,Marie Gluesenkamp Pérez,https://ballotpedia.org/Marie_Gluesenkamp_Perez,Democratic,U.S. House Washington District 3,Candidacy Declared,"Jul 11, 2023",No,No,No,N/A,N/A,N/A
1244,Joe Kent,https://ballotpedia.org/Joe_Kent_(Washington),Republican,U.S. House Washington District 3,Candidacy Declared,"Jan 21, 2023",No,No,No,N/A,N/A,N/A
1245,Dan Newhouse,https://ballotpedia.org/Dan_Newhouse,Republican,U.S. House Washington District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1246,Jerrod Sessler,https://ballotpedia.org/Jerrod_Sessler,Republican,U.S. House Washington District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1247,Cathy McMorris Rodgers,https://ballotpedia.org/Cathy_McMorris_Rodgers,Republican,U.S. House Washington District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1248,Ann Marie Danimus,https://ballotpedia.org/Ann_Marie_Danimus,Democratic,U.S. House Washington District 5,Candidacy Declared,"Dec 27, 2022",No,No,No,N/A,N/A,N/A
1249,Carmela Conroy,https://ballotpedia.org/Carmela_Conroy,Democratic,U.S. House Washington District 5,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
1250,Derek Kilmer,https://ballotpedia.org/Derek_Kilmer,Democratic,U.S. House Washington District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1251,Pramila Jayapal,https://ballotpedia.org/Pramila_Jayapal,Democratic,U.S. House Washington District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1252,Cliff Moon,https://ballotpedia.org/Cliff_Moon,Republican,U.S. House Washington District 7,Candidacy Declared,"Oct 25, 2023",No,No,No,N/A,N/A,N/A
1253,Carmen Goers,https://ballotpedia.org/Carmen_Goers,Republican,U.S. House Washington District 8,Candidacy Declared,"Feb 22, 2023",No,No,No,N/A,N/A,N/A
1254,Kim Schrier,https://ballotpedia.org/Kim_Schrier,Democratic,U.S. House Washington District 8,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1255,Nirav Sheth,https://ballotpedia.org/Nirav_Sheth,Republican,U.S. House Washington District 8,Candidacy Declared,"Aug 25, 2023",No,No,No,N/A,N/A,N/A
1256,D. Adam Smith,https://ballotpedia.org/Adam_Smith_(Washington),Democratic,U.S. House Washington District 9,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1257,C. Mark Greene,https://ballotpedia.org/Mark_Greene_(Washington),Republican,U.S. House Washington District 9,Candidacy Declared,"Aug 31, 2023",No,No,No,N/A,N/A,N/A
1258,David Ishii,https://ballotpedia.org/David_Ishii,Democratic,U.S. House Washington District 9,Candidacy Declared,"Jan 21, 2023",No,No,No,N/A,N/A,N/A
1259,Edward Saner,https://ballotpedia.org/Edward_Saner,Democratic,U.S. House Washington District 10,Candidacy Declared,"Oct 17, 2023",No,No,No,N/A,N/A,N/A
1260,Eric Mahaffy,https://ballotpedia.org/Eric_Mahaffy,Democratic,U.S. House Washington District 10,Candidacy Declared,"Apr 19, 2023",No,No,No,N/A,N/A,N/A
1261,Don Hewett,https://ballotpedia.org/Don_Hewett,Republican,U.S. House Washington District 10,Candidacy Declared,"Feb 22, 2023",No,No,No,N/A,N/A,N/A
1262,Marilyn Strickland,https://ballotpedia.org/Marilyn_Strickland,Democratic,U.S. House Washington District 10,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1263,Derrick Evans,https://ballotpedia.org/Derrick_Evans,Republican,U.S. House West Virginia District 1,Candidacy Declared,"Jan 16, 2023",No,No,No,N/A,N/A,N/A
1264,Carol Miller,https://ballotpedia.org/Carol_Miller_(West_Virginia),Republican,U.S. House West Virginia District 1,Candidacy Declared,"Aug 3, 2023",No,No,No,N/A,N/A,N/A
1265,Riley Moore,https://ballotpedia.org/Riley_Moore,Republican,U.S. House West Virginia District 2,Candidacy Declared,"Nov 28, 2022",No,No,No,N/A,N/A,N/A
1266,Rj Smith,https://ballotpedia.org/Rj_Smith,Republican,U.S. House West Virginia District 2,Candidacy Declared,"Mar 2, 2023",No,No,No,N/A,N/A,N/A
1267,Heather Rosen-Turley,https://ballotpedia.org/Heather_Rosen-Turley,Republican,U.S. House West Virginia District 2,Candidacy Declared,"Nov 21, 2022",No,No,No,N/A,N/A,N/A
